Trade_ID,Date,Ticker,Company_Name,Sector,Exchange,Currency,Open,High,Low,Close,Volume,Trade_Type,Trade_Price,Quantity,Trade_Value,MA_7,MA_30,RSI,Trader_ID,Broker,Commission,Net_Value
TRD-100991,2021-02-09,BAC,Bank of America,Financial,NYSE,,36.47,37.94,36.34,37.42,1340581.0,0,37.79,317.0,11979.43,37.34,,66.07,TRD1072,Schwab,11.98,11967.45
TRD-133817,13 Jun 2024,BAC,Bank of America,Financial,LSE,USD,112.15,113.84,112.05,112.39,1067817.0,Sell,113.21,246.0,27849.66,113.33,110.62,47.79,TRD1053,Goldman Sachs,27.85,27821.81
TRD-105201,2021-07-19,MSFT,  Microsoft Corporation  , Technology ,TSX,USD,328.6,331.82,320.29,-999.0,2335324.0,Buy,320.31,428.0,137092.68,324.73,313.18,42.93,TRD1025,Morgan Stanley,137.09,136955.59
TRD-136155,09-09-2024,NVDA,NVIDIA Corporation,Technology,TSX,USD,879.18,890.18,869.13,880.39,2775834.0,Buy,877.82,356.0,312503.92,,905.61,38.7,TRD1040,Morgan Stanley,312.5,312191.42
TRD-138357,"Dec 02, 2024",AAPL,Apple Inc.,Technology,NASDAQ,GBP,130.22,130.38,127.37,128.13,11245157.0,Sell,129.68,486.0,63024.48,,126.71,72.67,TRD1046,JP Morgan,63.02,62961.46
TRD-103530,2021-05-17,BAC,Bank of America,Financial,LSE,GBP,46.21,46.64,45.99,46.37,2341300.0,Sell,46.56,235.0,10941.6,45.5,46.53,45.08,TRD1071,Fidelity,10.94,10930.66
TRD-114871,2022-07-14,JPM,JPMorgan Chase,Financial,NYSE,USD,78.67,79.98,77.57,-999.0,3083014.0,Sell,78.61,25.0,1965.25,79.9,82.38,69.41,TRD1057,Robinhood,1.97,1963.28
TRD-115546,2022-08-08,BAC,Bank of America,,NYSE,USD,56.33,56.75,55.56,55.58,2042069.0,Sell,55.67,164.0,9129.88,,55.6,41.14,TRD1007,Robinhood,9.13,9120.75
TRD-129724,15 Jan 2024,DIS,Walt Disney Co.,Communication,LSE,USD,99.44,99.5,97.4,98.1,4189270.0,Buy,98.58,148.0,14589.84,,95.28,63.3,TRD1002,Schwab,14.59,14575.25
TRD-103074,2021-04-29,JNJ,Johnson & Johnson,Healthcare,NASDAQ,,165.26,165.8,164.25,165.35,183789.0,Buy,164.35,445.0,73135.75,163.55,165.0,61.33,TRD1001,Morgan Stanley,73.14,73062.61
TRD-124777,2023-07-17,TSLA,Tesla Inc.,Automotive,NASDAQ,USD,395.21,400.82,394.44,398.45,16503623.0,Sell,399.61,62.0,24775.82,396.91,395.36,73.01,TRD1048,Schwab,24.78,24751.04
TRD-101255,2021-02-18,PFE,Pfizer Inc.,Healthcare,NASDAQ,USD,41.13,41.88,40.97,41.61,3029693.0,Sell,,327.0,13599.93,42.95,42.03,60.45,TRD1012,Morgan Stanley,13.6,13586.33
TRD-102362,2021-04-02,AMZN,Amazon.com Inc.,Consumer Cyclical,LSE,USD,150.75,152.41,149.08,149.43,1055503.0,Buy,151.68,242.0,36706.56,150.61,146.64,74.43,TRD1044,JP Morgan,36.71,36669.85
TRD-127922,2023-11-10,NFLX,Netflix Inc.,Communication,LSE,USD,182.38,183.64,181.72,182.39,11160615.0,Sell,182.39,494.0,90100.66,182.25,179.04,33.49,TRD1064,JP Morgan,90.1,90010.56
TRD-100709,29-01-2021,JPM,JPMorgan Chase,Financial,NYSE,CAD,137.46,139.49,136.09,138.04,3177656.0,Buy,138.52,246.0,34075.92,136.23,135.97,57.96,TRD1059,Fidelity,34.08,34041.84
TRD-125113,2023-07-28,JNJ,Johnson & Johnson,Healthcare,NYSE,GBP,255.86,266.84,253.2,263.26,886931.0,Buy,259.82,,115100.26,265.09,266.78,64.45,TRD1019,Morgan Stanley,115.1,114985.16
TRD-127982,2023-11-14,JNJ,Johnson & Johnson,Healthcare,NASDAQ,USD,425.07,437.53,424.58,435.29,4549876.0,BUY,431.82,481.0,207705.42,429.64,438.42,63.45,TRD1056,Schwab,207.71,207497.71
TRD-118885,2022-12-12,META,Meta Platforms,Technology,NYSE,USD,540.34,540.9,536.36,539.56,147266.0,Buy,537.48,136.0,73097.28,552.99,533.54,34.21,TRD1034,JP Morgan,73.1,73024.18
TRD-114361,"Jun 24, 2022",MSFT,Microsoft Corporation,Technology,LSE,USD,524.05,530.72,518.71,528.17,3787319.0,0,530.18,428.0,226917.04,526.82,509.38,29.79,TRD1073,Goldman Sachs,226.92,226690.12
TRD-110153,18-01-2022,JPM,JPMorgan Chase,Financial,TSX,USD,86.83,87.54,83.88,84.2,4255278.0,Sell,84.38,218.0,18394.84,,83.47,48.3,TRD1026,Schwab,18.39,18376.45
TRD-124498,07/05/2023,NVDA,NVIDIA Corporation,Technology,NASDAQ,GBP,810.83,828.53,809.21,822.15,1048338.0,BUY,,101.0,82890.7,818.44,791.97,29.75,TRD1033,JP Morgan,82.89,82807.81
TRD-121931,2023-04-04,AAPL,Apple Inc.,Technology,TSX,,138.26,145.15,137.57,142.05,1843262.0,Buy,142.04,488.0,69315.52,141.51,142.73,57.03,TRD1040,Robinhood,69.32,69246.2
TRD-101994,03/19/2021,GOOGL,Alphabet Inc.,,TSX,USD,122.5,123.6,119.63,119.87,2230112.0,0,119.95,143.0,17152.85,120.07,121.25,41.42,TRD1008,Vanguard,17.15,17135.7
TRD-101061,2021-02-11,META,Meta Platforms,Technology,NASDAQ,USD,338.78,344.8,333.34,342.98,,S,339.4,114.0,38691.6,342.76,,43.68,TRD1023,Fidelity,38.69,38652.91
TRD-117305,2022-10-13,JNJ,Johnson & Johnson,Healthcare,LSE,USD,210.45,214.53,210.19,212.51,6373356.0,Buy,210.27,269.0,56562.63,215.12,211.13,54.16,TRD1028,Vanguard,56.56,56506.07
TRD-133180,2024-05-21,BAC,Bank of America,Financial,NYSE,CAD,99.01,100.96,97.94,100.96,712758.0,Sell,99.37,177.0,17588.49,101.76,,63.25,TRD1004,Fidelity,17.59,17570.9
TRD-120000,2023/01/23,GOOGL,Alphabet Inc.,Technology,NASDAQ,USD,119.89,122.98,117.84,121.73,2984615.0,Buy,118.83,289.0,34341.87,121.69,120.32,70.93,TRD1019,JP Morgan,34.34,34307.53
TRD-124899,2023-07-20,BAC,Bank of America,Financial,TSX,USD,73.98,76.87,73.79,76.39,5134945.0,Sell,76.7,444.0,34054.8,76.5,75.87,43.39,TRD1007,,34.05,34020.75
TRD-119780,2023-01-13,JNJ,  Johnson & Johnson  , Healthcare ,NASDAQ,USD,158.63,160.02,154.79,157.77,8234961.0,BUY,154.83,20.0,3096.6,158.64,153.91,49.02,TRD1050,JP Morgan,3.1,3093.5
TRD-123187,2023-05-18,XOM,Exxon Mobil,Energy,NYSE,CAD,106.14,107.58,105.09,105.11,3756651.0,Buy,107.38,27.0,2899.26,105.36,107.14,49.21,TRD1051,Robinhood,2.9,2896.36
TRD-113199,2022-05-11,TSLA,Tesla Inc.,Automotive,LSE,USD,339.5,343.0,337.89,342.49,11689962.0,Sell,339.79,441.0,149847.39,335.3,337.56,,TRD1057,Fidelity,149.85,149697.54
TRD-123305,2023/05/23,JNJ,Johnson & Johnson,Healthcare,TSX,CAD,200.33,200.76,195.58,196.9,2594753.0,Sell,,466.0,92473.04,198.2,196.28,47.36,TRD1064,Vanguard,92.47,92380.57
TRD-118461,2022-11-25,NFLX,Netflix Inc.,Communication,LSE,USD,204.25,205.08,197.19,198.61,2694672.0,Buy,200.72,207.0,41549.04,,200.39,32.07,TRD1064,JP Morgan,41.55,41507.49
TRD-113143,2022-05-09,NFLX,Netflix Inc.,,TSX,GBP,185.7,186.81,183.94,185.92,1214027.0,Sell,184.11,88.0,16201.68,187.05,177.96,45.48,TRD1034,,16.2,16185.48
TRD-114927,2022-07-15,META,Meta Platforms,Technology,LSE,,380.51,387.54,377.8,,1693243.0,Sell,385.6,173.0,66708.8,381.1,,64.51,TRD1064,Vanguard,66.71,66642.09
TRD-125726,2023-08-22,JPM,JPMorgan Chase,Financial,NYSE,USD,87.15,88.46,85.93,86.12,7958345.0,Buy,86.5,24.0,2076.0,85.32,,54.37,TRD1029,Robinhood,2.08,2073.92
TRD-126763,28-09-2023,DIS,Walt Disney Co.,Communication,LSE,GBP,111.98,112.16,109.83,110.46,1594216.0,Buy,110.65,120.0,13278.0,111.01,113.53,31.39,TRD1065,Schwab,13.28,13264.72
TRD-116435,"Sep 09, 2022",NVDA,NVIDIA Corporation,Technology,NYSE,GBP,581.66,592.0,573.43,587.18,,Buy,581.89,83.0,48296.87,588.73,582.7,32.02,TRD1061,Morgan Stanley,48.3,48248.57
TRD-100266,2021-01-13,META,Meta Platforms,Technology,TSX,CAD,313.63,315.02,310.74,313.4,14206820.0,B,313.0,88.0,27544.0,313.55,314.09,59.37,TRD1069,Goldman Sachs,27.54,27516.46
TRD-138434,2024-12-04,AAPL,Apple Inc.,Technology,NYSE,GBP,127.47,117.43018067785286,125.96,127.27,2521503.0,Buy,127.5,373.0,47557.5,126.41,123.49,41.37,TRD1079,Goldman Sachs,47.56,47509.94
TRD-112383,2022-04-11,NVDA,NVIDIA Corporation,Technology,NASDAQ,USD,527.49,515.550180677853,524.08,535.98,20835954.0,Sell,528.22,341.0,180123.02,,523.46,,TRD1050,Vanguard,180.12,179942.9
TRD-110423,2022-01-27,GOOGL,Alphabet Inc.,Technology,TSX,USD,99.68,101.26,99.25,101.1,3194160.0,Buy ,100.68,50.0,5034.0,100.16,,50.91,TRD1030,Vanguard,5.03,5028.97
TRD-114600,2022-07-04,META,Meta Platforms,Technology,TSX,CAD,371.93,386.78,369.53,384.66,,Buy,376.75,437.0,164639.75,389.5,378.32,34.59,TRD1006,Schwab,164.64,164475.11
TRD-105847,12 Aug 2021,GOOGL,Alphabet Inc.,Technology,NYSE,USD,130.28,131.69,129.1,131.23,20591883.0,Buy,131.46,376.0,49428.96,129.55,131.27,47.99,TRD1056,Vanguard,49.43,49379.53
TRD-122849,2023/05/05,BAC,Bank of America,Financial,NASDAQ,,75.23,76.22,75.2,75.59,1477210.0,Buy,75.36,,17709.6,,75.93,34.13,TRD1054,Goldman Sachs,17.71,17691.89
TRD-112950,02-05-2022,NFLX,Netflix Inc.,Communication,LSE,USD,190.71,191.72,190.25,191.19,12126330.0,Buy,191.5,247.0,47300.5,189.67,196.34,28.36,TRD1037,Goldman Sachs,47.3,47253.2
TRD-115826,08/18/2022,NVDA,NVIDIA Corporation,Technology,LSE,USD,544.57,546.29,536.3,538.18,8959881.0,Buy,540.66,449.0,242756.34,541.66,522.39,61.39,TRD1007,Vanguard,242.76,242513.58
TRD-109056,2021-12-07,AAPL,Apple Inc.,Technology,NYSE,USD,134.68,135.55,133.11,,2025164.0,Sell,133.93,250.0,33482.5,133.59,132.16,67.13,TRD1029,,33.48,33449.02
TRD-133710,2024-06-10,BAC,Bank of America,Financial,TSX,,113.51,114.84,111.79,112.02,4541633.0,Sell,,428.0,47888.92,,109.26,47.74,TRD1063,Vanguard,47.89,47841.03
TRD-105216,19 Jul 2021,XOM,Exxon Mobil,Energy,TSX,CAD,174.0,177.49,173.98,175.08,19198079.0,0,174.4,73.0,12731.2,173.73,174.98,62.57,TRD1054,JP Morgan,12.73,12718.47
TRD-122957,2023-05-10,JNJ,Johnson & Johnson,,NASDAQ,CAD,188.3,192.04,187.83,190.99,2326758.0,Buy ,190.35,113.0,21509.55,191.63,,,TRD1047,Robinhood,21.51,21488.04
TRD-119002,2022-12-15,DIS,Walt Disney Co.,Communication,TSX,GBP,65.35,68.15,65.09,67.89,3311778.0,Sell,68.07,284.0,19331.88,67.13,66.89,32.85,TRD1040,Morgan Stanley,19.33,19312.55
TRD-122506,2023-04-24,NVDA,NVIDIA Corporation,Technology,LSE,GBP,647.87,659.72,643.61,659.08,2413742.0,Sell,650.83,,252522.04,663.73,671.05,41.58,TRD1008,Morgan Stanley,252.52,252269.52
TRD-106271,2021-08-26,BAC,Bank of America,Financial,TSX,USD,66.64,67.26,64.73,65.34,15930586.0,Buy ,66.59,431.0,28700.29,,68.18,28.34,TRD1003,Robinhood,28.7,28671.59
TRD-119204,12/23/2022,TSLA,Tesla Inc.,Automotive,TSX,CAD,368.97,374.3,368.42,371.28,,Buy,371.39,26.0,9656.14,364.7,374.17,32.3,TRD1052,JP Morgan,9.66,9646.48
TRD-120596,2023-02-14,AAPL,Apple Inc.,Technology,NYSE,GBP,135.84,142.52,135.69,142.49,12289350.0,Sell,140.0,235.0,32900.0,141.9,144.85,52.87,TRD1000,,32.9,32867.1
TRD-114597,2022-07-04,NFLX,Netflix Inc.,Communication,NASDAQ,CAD,194.07,203.44,192.54,201.46,6376969.0,Buy,,482.0,96216.84,202.15,,,TRD1052,Schwab,96.22,96120.62
TRD-132564,29-04-2024,XOM,Exxon Mobil,Energy,TSX,CAD,119.15,120.96,115.28,117.39,2584721.0,Buy,118.83,178.0,21151.74,117.84,116.85,52.93,TRD1001,Robinhood,21.15,21130.59
TRD-131118,"Mar 07, 2024",AAPL,Apple Inc.,Technology,NASDAQ,,106.08,106.62,104.88,105.76,7232866.0,BUY,106.3,303.0,32208.9,106.02,,62.37,TRD1025,JP Morgan,32.21,32176.69
TRD-138287,2024-11-28,AAPL,Apple Inc.,,LSE,CAD,126.61,129.5,126.23,128.7,2580353.0,Sell,126.71,220.0,27876.2,128.64,127.94,26.02,TRD1068,Schwab,27.88,27848.32
TRD-125300,"Aug 04, 2023",WMT,Walmart Inc.,Consumer Defensive,LSE,USD,196.99,202.47,195.81,202.02,15834936.0,Sell,200.07,383.0,76626.81,200.61,199.9,39.67,TRD1036,JP Morgan,76.63,76550.18
TRD-134763,18-07-2024,NVDA,NVIDIA Corporation,Technology,NASDAQ,GBP,774.3,780.99,757.14,757.81,5243155.0,Sell,,448.0,342693.12,762.37,742.07,43.3,TRD1010,Goldman Sachs,342.69,342350.43
TRD-106562,2021-09-07,BAC,Bank of America,Financial,NYSE,GBP,65.94,66.98,65.09,,1187264.0,Buy,65.11,317.0,20639.87,66.02,69.9,69.98,TRD1062,Fidelity,20.64,20619.23
TRD-105527,30 Jul 2021,MSFT,Microsoft Corporation,Technology,LSE,GBP,303.72,306.25,301.45,302.81,3050603.0,Buy,302.83,275.0,83278.25,303.67,313.75,37.75,TRD1000,Vanguard,83.28,83194.97
TRD-111119,2022-02-22,NFLX,Netflix Inc.,Communication,TSX,USD,188.89,189.46,187.75,,3492476.0,Buy,188.74,114.0,21516.36,189.5,188.29,32.16,TRD1043,JP Morgan,21.52,21494.84
TRD-109072,2021-12-07,TSLA,Tesla Inc.,Automotive,NYSE,USD,268.89,270.13,268.24,269.42,3564432.0,Sell,268.7,320.0,85984.0,,277.04,68.71,TRD1006,JP Morgan,85.98,85898.02
TRD-127469,2023-10-25,JNJ,Johnson & Johnson,Healthcare,NYSE,CAD,417.9,419.68,414.5,416.82,3648740.0,Sell,415.12,80.0,33209.6,415.37,417.81,32.11,TRD1000,JP Morgan,33.21,33176.39
TRD-121356,13-03-2023,PFE,Pfizer Inc.,Healthcare,NASDAQ,CAD,21.58,21.94,21.52,21.73,2816156.0,Sell,21.88,224.0,4901.12,21.73,,49.65,TRD1073,Goldman Sachs,4.9,4896.22
TRD-135399,2024/08/12,BAC,Bank of America,Financial,TSX,USD,106.15,106.41,98.31,100.02,5707255.0,0,102.38,473.0,48425.74,,98.86,42.15,TRD1050,Schwab,48.43,48377.31
TRD-100501,2021-01-21,NVDA,NVIDIA Corporation,Technology,NASDAQ,CAD,450.22,450.85,444.65,448.79,7894840.0,Sell,,391.0,174354.72,446.52,452.51,26.17,TRD1059,Robinhood,174.35,174180.37
TRD-112548,2022-04-15,DIS,Walt Disney Co.,,NASDAQ,USD,66.47,66.58,64.58,65.03,1688155.0,Sell ,65.68,,21346.0,65.05,67.74,,TRD1020,Morgan Stanley,21.35,21324.65
TRD-126021,2023-09-01,JNJ,Johnson & Johnson,Healthcare,TSX,CAD,372.77,385.02,369.03,384.82,337366.0,Buy,383.22,133.0,50968.26,,388.29,57.54,TRD1035,Goldman Sachs,50.97,50917.29
TRD-124645,2023-07-11,WMT,Walmart Inc.,Consumer Defensive,LSE,,196.66,198.57,195.89,196.69,894125.0,S,197.65,,20950.9,196.58,200.14,35.86,TRD1030,JP Morgan,20.95,20929.95
TRD-100251,2021-01-13,TSLA,Tesla Inc.,Automotive,NASDAQ,USD,213.77,216.89,206.56,209.92,9372205.0,Sell,,26.0,5552.56,,216.68,69.82,TRD1058,,5.55,5547.01
TRD-125080,27-07-2023,WMT,Walmart Inc.,Consumer Defensive,NYSE,GBP,204.73,205.37,202.03,203.82,8792093.0,Buy,203.08,56.0,11372.48,203.73,206.25,40.67,TRD1008,Vanguard,11.37,11361.11
TRD-106715,2021-09-13,NFLX,Netflix Inc.,Communication,TSX,USD,234.66,241.53,234.21,240.95,6567367.0,Buy,239.15,440.0,105226.0,237.82,243.93,51.12,TRD1016,Fidelity,105.23,105120.77
TRD-137372,2024-10-24,microsoft,Microsoft Corporation,Technology,NASDAQ,GBP,2202.7,2209.8,2124.55,2131.28,62201013.0,Sell,,359.0,765761.36,2121.23,,51.7,TRD1017,Fidelity,765.76,764995.6
TRD-137237,2024-10-18,JPM,JPMorgan Chase,Financial,TSX,USD,60.84,61.34,59.45,60.09,722983.0,1,61.1,,15030.6,60.5,58.78,41.83,TRD1059,Goldman Sachs,15.03,15015.57
TRD-138899,20-12-2024,APPLE,Apple Inc.,Technology,LSE,GBP,124.73,126.05,123.59,125.75,2893595.0,Sell,125.32,401.0,50253.32,125.76,127.66,53.65,TRD1065,JP Morgan,50.25,50203.07
TRD-135728,2024/08/23,AMZN,Amazon.com Inc.,Consumer Cyclical,LSE,USD,142.46,151.91,142.18,149.52,6090630.0,Sell,145.06,362.0,52511.72,151.5,149.51,-5.0,TRD1035,,52.51,52459.21
TRD-118003,2022-11-09,XOM,Exxon Mobil,Energy,NASDAQ,USD,153.09,155.07,151.0,151.11,3158431.0,Buy,152.61,152.0,23196.72,151.03,150.67,42.81,TRD1068,Robinhood,23.2,23173.52
TRD-128898,2023-12-15,PFE,Pfizer Inc.,Healthcare,NYSE,USD,19.83,19.99,18.89,19.12,,buy,19.65,,9058.65,19.13,20.17,54.09,TRD1016,Vanguard,9.06,9049.59
TRD-118796,08-12-2022,TSLA,Tesla Inc.,Automotive,NASDAQ,GBP,394.03,394.2,384.29,387.46,2148893.0,Buy,390.45,437.0,170626.65,385.82,394.02,73.23,TRD1033,Morgan Stanley,170.63,170456.02
TRD-123134,2023-05-17,TSLA,Tesla Inc.,Automotive,NASDAQ,USD,397.81,409.3,393.41,,66068371.0,SELL,394.72,105.0,41445.6,410.1,414.84,47.58,TRD1042,Morgan Stanley,41.45,41404.15
TRD-108466,2021-11-16,TSLA,Tesla Inc.,Automotive,TSX,,261.17,264.43,260.78,,1508537.0,Buy,261.36,346.0,90430.56,262.75,246.76,30.07,TRD1079,Morgan Stanley,90.43,90340.13
TRD-114540,2022-07-01,AAPL,Apple Inc.,Technology,NYSE,USD,137.42,139.61,135.29,139.3,3230420.0,Sell,135.77,151.0,20501.27,141.06,141.14,69.75,TRD1047,Robinhood,20.5,20480.77
TRD-128048,2023-11-16,AMZN,Amazon.com Inc.,Consumer Cyclical,LSE,USD,133.26,133.47,128.88,129.01,651554.0,sell,130.4,448.0,58419.2,128.35,130.66,36.34,TRD1071,Schwab,58.42,58360.78
TRD-101296,2021-02-22,GOOGL,Alphabet Inc.,Technology,LSE,USD,112.44,116.61,110.62,115.35,2388595.0,Buy,114.93,247.0,28387.71,115.74,114.82,36.45,TRD1028,Fidelity,28.39,28359.32
TRD-107277,2021-10-04,GOOGL,Alphabet Inc.,Technology,TSX,USD,123.25,123.76,116.97,117.65,1026720.0,Sell,121.93,169.0,20606.17,,118.65,52.87,TRD1037,Goldman Sachs,20.61,20585.56
TRD-130093,2024/01/29,PFE,Pfizer Inc.,Healthcare,LSE,USD,17.96,18.85,17.89,18.74,1883056.0,Sell,,,$2489.49,,,61.83,TRD1008,Schwab,2.49,2487.0
TRD-113618,2022-05-26,MSFT,  Microsoft Corporation  , Technology ,TSX,USD,583.63,586.44,577.95,584.58,2347480.0,Sell,583.89,44.0,25691.16,585.68,602.34,50.24,TRD1010,Schwab,25.69,25665.47
TRD-109564,2021-12-27,TSLA,  Tesla Inc.  ,Automotive,NYSE,GBP,283.22,292.0,283.05,289.61,1385998.0,Sell,290.39,193.0,56045.27,289.4,292.39,35.54,TRD1001,Morgan Stanley,56.05,55989.22
TRD-137434,2024-10-25,NVDA,NVIDIA Corporation,Technology,TSX,CAD,867.68,870.49,849.96,862.67,1862162.0,SELL,855.72,107.0,91562.04,862.71,,43.37,TRD1000,Fidelity,91.56,91470.48
TRD-123455,2023-05-29,JPM,JPMorgan Chase,Financial,NASDAQ,CAD,102.55,106.25,101.13,,6441118.0,Sell,105.69,89.0,9406.41,103.78,103.96,41.83,TRD1067,Fidelity,9.41,9397.0
TRD-116145,2022-08-31,AMZN,Amazon.com Inc.,Consumer Cyclical,NASDAQ,USD,119.2,120.12,118.65,119.63,1912351.0,Buy,119.51,337.0,40274.87,118.23,,,TRD1062,Goldman Sachs,40.27,40234.6
TRD-127131!!,2023-10-12,MSFT,Microsoft Corporation,Technology,NASDAQ,USD,994.01,1022.18,992.2,1021.31,,Sell ,996.02,265.0,263945.3,,1021.46,46.11,TRD1073,Goldman Sachs,263.95,263681.35
TRD-106573,2021-09-08,GOOGL,Alphabet Inc.,Technology,TSX,USD,117.95,119.75,117.59,117.84,574153.0,Sell,117.95,462.0,"54492,9",117.16,117.03,40.68,TRD1062,Goldman Sachs,54.49,54438.41
TRD-129891**,2024/01/22,AMZN,Amazon.com Inc.,,TSX,USD,157.64,159.51,151.18,152.56,361542.0,Sell,,,1250.88,153.78,154.13,69.61,TRD1003,Goldman Sachs,1.25,1249.63
TRD-128118,2023-11-20,AAPL,Apple Inc.,Technology,NASDAQ,GBP,103.82,104.05,101.74,101.83,,B,103.23,424.0,43769.52,101.78,,25.75,TRD1026,,43.77,43725.75
TRD-114257,2022/06/21,TSLA,Tesla Inc.,Automotive,LSE,,299.68,302.77,297.94,301.81,7102869.0,Buy,,27.0,8119.98,298.08,296.47,28.71,TRD1056,Schwab,8.12,8111.86
TRD-134645,2024-07-15,NFLX,Netflix Inc.,Communication,NASDAQ,USD,175.43,179.47,174.15,176.38,1308570.0,Buy,178.09,227.0,40426.43,178.36,184.24,33.44,TRD1037,Schwab,40.43,40386.0
TRD-128135,2023-11-20,WMT,Walmart Inc.,,LSE,GBP,196.21,198.49,195.25,197.97,836250.0,Buy ,196.13,282.0,55308.66,194.28,197.07,-20.0,TRD1071,Goldman Sachs,55.31,55253.35
TRD-104335,2021-06-16,AMZN,Amazon.com Inc.,Consumer Cyclical,NYSE,USD,154.07,154.22,151.32,151.67,924466.0,Sell,152.19,272.0,41395.68,152.91,153.5,33.24,TRD1061,Morgan Stanley,41.4,41354.28
TRD-110127,2022-01-17,NFLX,Netflix Inc.,Communication,NYSE,GBP,213.48,215.6,212.44,213.8,,0,214.07,44.0,9419.08,212.09,218.31,66.07,TRD1014,Fidelity,9.42,9409.66
TRD-116699,2022-09-21,GOOGL,Alphabet Inc.,Technology,TSX,USD,114.94,115.7,113.04,113.18,4975395.0,Sell,114.84,54.0,6201.36,111.77,111.03,73.24,TRD1009,Schwab,6.2,6195.16
TRD-100776,02-02-2021,AMZN,Amazon.com Inc.,Consumer Cyclical,TSX,CAD,172.32,174.24,171.97,173.92,1050058.0,BUY,172.34,214.0,36880.76,175.59,169.91,54.97,TRD1067,Schwab,36.88,36843.88
TRD-122697,2023-05-01,DIS,Walt Disney Co.,Communication,NYSE,USD,108.52,109.04,105.7,106.56,14509137.0,Buy,106.82,184.0,19654.88,105.34,101.95,60.92,TRD1011,,19.65,19635.23
TRD-125861,2023/08/25,NVDA,NVIDIA Corporation,Technology,NASDAQ,USD,874.2,914.45,872.61,893.11,2414349.0,S,900.58,275.0,247659.5,894.65,881.8,67.79,TRD1058,JP Morgan,247.66,247411.84
TRD-134294,2024-07-02,TSLA,Tesla Inc.,Automotive,NASDAQ,USD,470.92,497.1,468.58,486.13,4617746.0,Buy,483.9,249.0,120491.1,481.88,473.8,27.03,TRD1034,Morgan Stanley,120.49,120370.61
TRD-132595,2024/04/30,AMZN,Amazon.com Inc.,Consumer Cyclical,NASDAQ,USD,151.18,153.28,150.72,152.8,3195970.0,S,152.15,267.0,40624.05,153.56,152.74,35.42,TRD1050,Fidelity,40.62,40583.43
TRD-103882,05/28/2021,PFE,Pfizer Inc.,,LSE,,37.05,38.07,36.72,37.87,981797.0,Buy,37.57,145.0,5447.65,37.54,37.21,67.65,TRD1005,Morgan Stanley,5.45,5442.2
TRD-137341,2024-10-23,TSLA,Tesla Inc.,Automotive,NASDAQ,USD,422.08,427.5,422.05,#VALUE!,1846043.0,Buy,427.01,392.0,167387.92,,429.48,39.76,TRD1030,Vanguard,167.39,167220.53
TRD-130737,2024-02-21,DIS,Walt Disney Co.,Communication,NYSE,USD,94.61,95.06,92.95,93.75,2293794.0,Buy,93.64,101.0,9457.64,94.29,97.23,63.87,TRD1042,Schwab,9.46,9448.18
TRD-103263,2021-05-06,BAC,Bank of America,Financial,NASDAQ,CAD,46.8,47.17,46.67,46.76,4377394.0,Sell,46.81,384.0,17975.04,47.66,46.96,27.47,TRD1064,JP Morgan,17.98,17957.06
TRD-125392,2023-08-09,AMZN,Amazon.com Inc.,Consumer Cyclical,LSE,CAD,120.03,120.83,118.66,120.13,3755970.0,Sell,120.67,380.0,45854.6,121.67,116.76,40.92,TRD1077,Vanguard,45.85,45808.75
TRD-129272,2023-12-28,DIS,Walt Disney Co.,Communication,NASDAQ,USD,106.26,111.65,105.36,110.44,5050690.0,Buy ,106.76,478.0,51031.28,110.56,108.03,45.97,TRD1079,Fidelity,51.03,50980.25
TRD-106186,2021-08-24,BAC,Bank of America,Financial,NASDAQ,USD,68.21,68.84,65.41,65.51,3903609.0,Sell ,66.96,252.0,16873.92,,64.47,26.67,TRD1044,Goldman Sachs,16.87,16857.05
TRD-130604,2024-02-16,JPM,JPMorgan Chase,,NASDAQ,USD,71.81,72.38,69.83,70.29,5048593.0,Buy,72.0,394.0,28368.0,70.84,70.63,63.59,TRD1047,Morgan Stanley,28.37,28339.63
TRD-135535,08/16/2024,JPM,JPMorgan Chase,,NASDAQ,,62.03,62.3,61.84,,12906109.0,Sell,62.23,19.0,1182.37,61.68,65.0,54.33,TRD1067,Robinhood,1.18,1181.19
TRD-134233,2024-06-28,XOM,  Exxon Mobil  , Energy ,NYSE,CAD,153.91,156.52,150.45,150.73,506645.0,Buy,151.14,13.0,1964.82,150.62,150.77,59.65,TRD1074,Fidelity,1.96,1962.86
TRD-113310,2022-05-16,GOOGL,Alphabet Inc.,Technology,LSE,USD,88.91,90.55,88.83,90.47,5276320.0,Sell,88.92,151.0,13426.92,90.08,,53.92,TRD1075,Schwab,13.43,13413.49
TRD-113730,2022-05-31,XOM,Exxon Mobil,Energy,NYSE,USD,165.3,169.34,165.05,,23571975.0,Sell,167.17,112.0,18723.04,166.65,166.79,48.62,TRD1049,Goldman Sachs,18.72,18704.32
TRD-130427,02/09/2024,NVDA,NVIDIA Corporation,Technology,LSE,CAD,856.6,859.31,845.08,,1349167.0,Sell,858.7,40.0,34348.0,850.28,,33.91,TRD1013,Morgan Stanley,34.35,34313.65
TRD-132176,2024-04-15,GOOGL,Alphabet Inc.,Technology,TSX,USD,119.33,120.07,117.98,118.1,4276443.0,Buy,118.53,415.0,49189.95,116.87,,65.77,TRD1001,Fidelity,49.19,49140.76
