trade_id,date,ticker,company_name,sector,exchange,currency,open,high,low,close,volume,trade_type,trade_price,quantity,trade_value,ma_7,ma_30,rsi,trader_id,broker,commission,net_value,Month,Quarter,Year
TRD-107616,14-10-2021,META,Meta Platforms,Technology,NASDAQ,USD,304.33,311.85,300.82,309.29,365085,BUY,304.4,237,72142.8,306.56,307,54.82,TRD1057,Schwab,72.14,72070.66,10,4,2021
TRD-130481,14-10-2021,AAPL,Apple Inc.,Technology,LSE,CAD,96.34,96.39,94.66,95.22,2887465,BUY,95.17,409,38924.53,306.56,98.8,70.14,TRD1003,Robinhood,38.92,38885.61,10,4,2021
TRD-130362,14-10-2021,MSFT,Microsoft Corporation,Technology,NASDAQ,GBP,1584.09,1589.9,1533.83,1562.58,2545985,BUY,1583.61,400,633444,1565.46,1553.05,44.46,TRD1039,Robinhood,633.44,632810.56,10,4,2021
TRD-107592,14-10-2021,AMZN,Amazon.com Inc.,Consumer Cyclical,NASDAQ,USD,136.77,138.2,134.31,134.63,21157446,SELL,135.51,65,8808.15,135.27,120.45,52.89,TRD1032,Morgan Stanley,8.81,8799.34,10,4,2021
TRD-107594,14-10-2021,TSLA,Tesla Inc.,Automotive,TSX,USD,248.29,248.92,242.23,245.69,2570202,BUY,244.22,48,23689.34,66.38,238.57,40.23,TRD1004,Vanguard,23.69,23665.65,10,4,2021
TRD-107599,14-10-2021,JNJ,Johnson & Johnson,Healthcare,TSX,GBP,210.18,212.02,209.22,211.09,5206678,SELL,210.09,172,36135.48,212.21,216.05,72.09,TRD1016,Schwab,36.14,36099.34,10,4,2021
TRD-107651,15-10-2021,XOM,Exxon Mobil,Energy,NASDAQ,USD,168.24,171.13,166.7,170.25,699246,BUY,170.25,303,51585.75,172.17,173.23,70.21,TRD1064,JP Morgan,51.59,51534.16,10,4,2021
TRD-100857,15-10-2021,JPM,JPMorgan Chase,Financial,TSX,USD,140.13,140.54,135.43,136.72,18076131,SELL,139.38,293,40838.34,135.59,136.92,37.82,TRD1078,JP Morgan,40.84,40797.5,10,4,2021
TRD-107628,15-10-2021,AAPL,Apple Inc.,Technology,LSE,GBP,120.2,122.58,119.35,121.4,555907,SELL,121.45,352,9594.55,120.97,123.7,54.26,TRD1041,Robinhood,9.59,9584.96,10,4,2021
TRD-107638,15-10-2021,AMZN,Amazon.com Inc.,Consumer Cyclical,TSX,CAD,134.46,135.56,134.32,134.49,3775197,SELL,134.99,460,62095.4,134.73,135.65,62.27,TRD1023,Morgan Stanley,62.1,62033.3,10,4,2021
TRD-107653,15-10-2021,XOM,Exxon Mobil,Energy,LSE,GBP,168.24,171.13,166.7,170.25,699246,SELL,18.79,158,26765.2,172.17,173.23,70.21,TRD1031,Robinhood,26.77,26738.43,10,4,2021
TRD-107646,15-10-2021,JNJ,Johnson & Johnson,Healthcare,NASDAQ,USD,212.33,214.07,208.07,804.09,17746201,BUY,208.72,241,50301.52,206.1,200.23,44.24,TRD1045,Robinhood,50.3,50251.22,10,4,2021
TRD-107650,15-10-2021,XOM,Exxon Mobil,Energy,TSX,CAD,168.24,171.13,166.7,129.44,699246,BUY,166.82,465,77571.3,172.17,173.23,70.21,TRD1007,Morgan Stanley,77.57,77493.73,10,4,2021
TRD-100702,15-10-2021,GOOGL,Alphabet Inc.,Energy,TSX,USD,126.45,126.64,125.1,125.18,12448113,BUY,126.35,219,27670.65,126.54,124.58,70.21,TRD1061,Morgan Stanley,27.67,27642.98,10,4,2021
TRD-107640,15-10-2021,TSLA,Tesla Inc.,Automotive,LSE,USD,247.63,250.42,241.33,244.83,1976000,BUY,-5,11,2749.12,242.71,118.91,60.65,TRD1024,Robinhood,2.75,2746.37,10,4,2021
TRD-101859,15-10-2021,MSFT,Microsoft Corporation,Technology,NYSE,USD,314.61,318.35,305.56,244.83,13217098,BUY,309.78,11,47396.34,306.48,307.99,68.64,TRD1039,Robinhood,47.4,47348.94,10,4,2021
TRD-107656,15-10-2021,NFLX,Netflix Inc.,Communication,LSE,USD,230.62,231.61,229.44,229.84,6613864,BUY,230.9,174,40176.6,229.31,235.96,74.71,TRD1017,Fidelity,40.18,40136.42,10,4,2021
TRD-107652,15-10-2021,XOM,Exxon Mobil,Energy,LSE,USD,168.24,171.13,166.7,170.25,699246,BUY,169.97,453,76996.41,172.17,173.23,70.21,TRD1018,Vanguard,77,76919.41,10,4,2021
TRD-133620,15-10-2021,TSLA,Tesla Inc.,Energy,NASDAQ,USD,422.63,435.08,418.57,434.05,3325656,BUY,421.29,69,29069.01,431.4,436.85,56.28,TRD1052,Fidelity,29.07,29039.94,10,4,2021
TRD-107698,18-10-2021,XOM,Exxon Mobil,Energy,LSE,USD,171.07,172.2,170.65,171.44,1608220,BUY,171.27,439,75187.53,168.45,165.43,51.55,TRD1052,Vanguard,75.19,75112.34,10,4,2021
TRD-107713,18-10-2021,BAC,Bank of America,Financial,TSX,USD,65.82,66.26,64.16,65.18,4128731,SELL,66.16,255,16870.8,65.49,65.69,64.23,TRD1040,Vanguard,16.87,16853.93,10,4,2021
TRD-107688,18-10-2021,TSL,Tesla Inc.,Automotive,LSE,USD,244.99,247.9,243.77,244.06,1821782,SELL,246.86,300,74058,241.6,251.15,44.93,TRD1033,JP Morgan,74.06,73983.94,10,4,2021
TRD-107714,18-10-2021,BAC,Bank of America,Financial,NYSE,GBP,65.82,66.26,64.16,65.18,7921492,BUY,65.84,352,23175.68,65.49,65.69,64.23,TRD1048,Vanguard,23.18,23152.5,10,4,2021
TRD-107707,18-10-2021,META,Meta Platforms,Technology,LSE,CAD,301.19,306.38,291.19,295.65,8285991,BUY,301.04,300,90312,298.84,289.22,50.32,TRD1071,Robinhood,90.31,90221.69,10,4,2021
TRD-107680,18-10-2021,MSFT,Microsoft Corporation,Technology,NASDAQ,GBP,328.37,330.68,327.3,330.33,13430811,SELL,329.33,376,150503.81,332.35,321.09,25.7,TRD1024,Vanguard,150.5,150353.31,10,4,2021
TRD-107686,18-10-2021,TSLA,Tesla Inc.,Technology,TSX,USD,244.99,247.9,243.77,244.06,1821782,SELL,244.62,271,66292.02,241.6,251.15,44.93,TRD1022,Robinhood,66.29,66225.73,10,4,2021
TRD-107701,18-10-2021,NFLX,Netflix Inc.,Communication,NYSE,USD,229.04,231.29,226.69,227.11,1664822,BUY,228.06,175,39910.5,225.16,601.75,58.97,TRD1052,Schwab,39.91,39870.59,10,4,2021
TRD-130588,18-10-2021,DIS,Walt Disney Co.,Communication,TSX,CAD,91.77,93.66,90.83,93.04,1664822,SELL,228.06,455,41814.5,94.45,91.5,38.54,TRD1024,Vanguard,41.81,41772.69,10,4,2021
TRD-121820,18-10-2021,JPM,JPMorgan Chase,Financial,NYSE,CAD,114.16,117.96,113.84,116.55,8786628,SELL,117.27,388,45500.76,115.73,91.5,60.09,TRD1031,Fidelity,45.5,45455.26,10,4,2021
TRD-128566,18-10-2021,TSLA,Tesla Inc.,Automotive,LSE,USD,472.74,480.57,470.92,116.55,3672954,SELL,478.72,101,48350.72,484.19,474.69,44.31,TRD1016,Goldman Sachs,48.35,48302.37,10,4,2021
TRD-107672,18-10-2021,AAPL,Apple Inc.,Technology,LSE,GBP,121.79,123.42,121.78,122.92,1561105,SELL,122.82,301,36968.82,121.88,118.95,49.62,TRD1047,JP Morgan,36.97,36931.85,10,4,2021
TRD-107679,18-10-2021,GOOGL,Alphabet Inc.,Technology,NASDAQ,USD,108.36,109.29,105.2,106.34,2384858,SELL,108.76,295,32084.2,107.36,104.98,32.05,TRD1060,Goldman Sachs,32.08,32052.12,10,4,2021
TRD-107678,18-10-2021,GOOGL,Alphabet Inc.,Technology,LSE,USD,108.36,109.29,105.2,106.34,2384858,BUY,107.12,168,17996.16,58.54,104.98,32.05,TRD1018,Fidelity,18,17978.16,10,4,2021
TRD-136992,18-10-2021,NVDA,NVIDIA Corporation,Technology,LSE,USD,926.94,929.06,910.75,919.11,1153222,BUY,928.74,482,447652.68,926.44,104.98,38.91,TRD1039,JP Morgan,447.65,447205.03,10,4,2021
TRD-107725,19-10-2021,GOOGL,Alphabet Inc.,Technology,NYSE,USD,106.55,107.86,103.57,107.72,848046,SELL,106.45,148,15754.6,107.59,111.27,72.42,TRD1021,Vanguard,15.75,15738.85,10,4,2021
TRD-138370,19-10-2021,JPM,JPMorgan Chase,Financial,NYSE,CAD,67.66,67.9,66.25,66.33,6237276,BUY,66.48,330,21938.4,65.47,64.92,25.49,TRD1005,Morgan Stanley,21.94,21916.46,10,4,2021
TRD-101895,19-10-2021,GOOGL,Alphabet Inc.,Financial,LSE,USD,114.52,119.28,112.9,118.69,290750,BUY,115.27,47,5417.69,65.47,121,56.61,TRD1058,Goldman Sachs,5.42,5412.27,10,4,2021
TRD-107743,19-10-2021,WMT,Walmart Inc.,Consumer Defensive,NASDAQ,GBP,175.46,176.6,173.03,175.26,17483102,BUY,176.06,35,6162.1,172.98,174.75,48.57,TRD1014,Morgan Stanley,6.16,6155.94,10,4,2021
TRD-107724,19-10-2021,GOOGL,Alphabet Inc.,Technology,NYSE,USD,106.55,107.86,103.57,107.72,848046,BUY,103.11,113,11880.82,107.59,104.04,72.42,TRD1063,Vanguard,11.88,11868.94,10,4,2021
TRD-102564,19-10-2021,AAPL,Apple Inc.,Technology,LSE,USD,134.63,134.78,134.01,134.7,40053792,BUY,134.03,58,7773.74,135.26,139.1,72.56,TRD1025,Fidelity,7.77,7765.97,10,4,2021
TRD-107732,19-10-2021,TSLA,Tesla Inc.,Automotive,TSX,USD,245.23,246.64,241.32,241.39,6379159,BUY,241.61,467,94952.73,236.73,246.48,34.48,TRD1044,Schwab,94.95,94857.78,10,4,2021
TRD-107722,19-10-2021,AAPL,Apple Inc.,Technology,LSE,USD,122.34,124.23,121.18,123.28,8125310,BUY,121.52,269,32688.88,153.62,124.48,33.01,TRD1012,JP Morgan,32.69,32656.19,10,4,2021
TRD-107752,19-10-2021,BAC,Bank of America,Financial,NASDAQ,CAD,65.08,65.45,64.36,81.68,17093184,BUY,65.14,386,25144.04,81.34,65.01,74.26,TRD1057,Schwab,25.14,25118.9,10,4,2021
TRD-107768,20-10-2021,AMZN,Amazon.com Inc.,Consumer Cyclical,LSE,USD,133.66,135.13,132.12,133.14,18584736,BUY,133.75,380,50825,132.31,133.07,26.23,TRD1043,Morgan Stanley,50.83,50774.18,10,4,2021
TRD-120139,20-10-2021,GOOGL,Alphabet Inc.,Technology,TSX,CAD,126.1,128.36,124.59,125.22,1452934,SELL,126.76,253,32070.28,127.91,127.23,56.96,TRD1055,Schwab,32.07,32038.21,10,4,2021
TRD-120741,20-10-2021,DIS,Walt Disney Co.,Communication,TSX,GBP,77.83,79.73,77.01,78.56,1216339,BUY,77.28,30,2318.4,127.91,81.33,64.36,TRD1075,Robinhood,2.32,2316.08,10,4,2021
TRD-121901,20-10-2021,JNJ,Johnson & Johnson,Healthcare,TSX,GBP,185.55,188.03,184.84,186.97,1216339,SELL,185.31,27,5003.37,187.7,189.83,64.36,TRD1037,Morgan Stanley,5,4998.37,10,4,2021
TRD-107762,20-10-2021,AAPL,Apple Inc.,Technology,TSX,GBP,123.65,123.93,119.84,121.21,5011761,SELL,122.14,5,610.7,121.04,120.99,50.73,TRD1079,Vanguard,0.61,610.09,10,4,2021
TRD-107779,20-10-2021,NFLX,Netflix Inc.,Communication,NASDAQ,GBP,228.9,229.53,228.17,228.35,3206692,BUY,229.2,324,74260.8,227.89,234.7,58.98,TRD1025,Schwab,74.26,74186.54,10,4,2021
TRD-130800,20-10-2021,NFLX,Netflix Inc.,Communication,NYSE,USD,147.16,150.32,146.34,149.09,201838,SELL,150.26,371,5574646,227.89,234.7,68.21,TRD1074,Schwab,55.75,55690.71,10,4,2021
TRD-107778,20-10-2021,NFLX,Netflix Inc.,Technology,LSE,CAD,228.9,229.53,228.17,228.35,3206692,SELL,229.08,321,73534.68,110.65,234.7,58.98,TRD1038,Schwab,73.53,73461.15,10,4,2021
TRD-100089,20-10-2021,META,Meta Platforms,Technology,LSE,GBP,328.18,331.21,324.63,330.98,2050825,BUY,326.84,492,160805.28,329.81,331.2,62.11,TRD1001,JP Morgan,160.81,160644.47,10,4,2021
TRD-107792,20-10-2021,PFE,Pfizer Inc.,Healthcare,NASDAQ,USD,53.83,54.05,52.06,52.21,2643455,BUY,53.95,222,11976.9,52.44,159.45,33.47,TRD1045,Vanguard,11.98,11964.92,10,4,2021
TRD-107775,20-10-2021,WMT,Walmart Inc.,Consumer Defensive,NASDAQ,USD,174.27,180.59,173.19,178.07,5472726,BUY,175.96,290,510284,180.98,174.41,49.94,TRD1032,Goldman Sachs,51.03,50977.37,10,4,2021
TRD-107781,20-10-2021,NVDA,NVIDIA Corporation,Technology,TSX,GBP,467.35,475.21,464.55,471.95,3360590,BUY,470.66,329,154847.14,467.28,471.68,41.41,TRD1003,Vanguard,154.85,154692.29,10,4,2021
TRD-107793,21-10-2021,AAPL,Apple Inc.,Automotive,LSE,CAD,121.56,125.99,120.63,480.48,2803534,BUY,123.43,415,51223.45,127.92,127.81,32.98,TRD1034,JP Morgan,51.22,51172.23,10,4,2021
TRD-131237,21-10-2021,META,Meta Platforms,Technology,NYSE,CAD,507.46,518.37,502.67,514.66,2028942,SELL,123.43,454,233573.92,127.92,127.81,31.85,TRD1064,JP Morgan,233.57,233340.35,10,4,2021
TRD-136067,21-10-2021,JNJ,Johnson & Johnson,Technology,LSE,GBP,592.95,597.4,587.76,597.38,5445073,BUY,597.37,292,174432.04,607.14,584.98,54.41,TRD1074,Robinhood,174.43,174257.61,10,4,2021
TRD-110709,21-10-2021,PFE,Pfizer Inc.,Healthcare,LSE,CAD,48.86,49.6,48.66,49.2,5022192,SELL,597.37,345,16856.7,49.25,49,28.74,TRD1019,Robinhood,16.86,16839.84,10,4,2021
TRD-107809,21-10-2021,JNJ,Johnson & Johnson,Healthcare,NASDAQ,GBP,217.56,217.64,213.8,215.47,878164,SELL,215.13,362,77877.06,218.35,214.83,35.01,TRD1010,Morgan Stanley,77.88,77799.18,10,4,2021
TRD-107811,21-10-2021,XOM,Exxon Mobil,Energy,NYSE,USD,179.85,180.93,179.63,179.96,7151703,BUY,180.14,183,32965.62,118.74,179.94,30.48,TRD1019,JP Morgan,32.97,32932.65,10,4,2021
TRD-131539,21-10-2021,BAC,Bank of America,Financial,NASDAQ,GBP,97.58,97.91,94.77,96.51,720183,BUY,95.31,363,34597.53,95.8,179.94,65.77,TRD1039,Schwab,34.6,34562.93,10,4,2021
TRD-107800,21-10-2021,MSFT,Microsoft Corporation,Automotive,TSX,USD,339.43,347.2,334.83,345.33,4009056,SELL,341.38,305,125286.46,348.88,343.81,31.13,TRD1004,Vanguard,125.29,125161.17,10,4,2021
TRD-136525,21-10-2021,WMT,Walmart Inc.,Consumer Defensive,TSX,USD,208.77,209.6,207.58,208.16,2452533,BUY,208.01,450,93604.5,205.52,209.31,43.69,TRD1045,Morgan Stanley,93.6,93510.9,10,4,2021
TRD-107822,21-10-2021,BAC,Bank of America,Financial,NYSE,USD,64.28,64.51,62.76,64.26,2061673,BUY,64.11,446,28593.06,64.57,65.73,53.51,TRD1012,Fidelity,28.59,28564.47,10,4,2021
TRD-107827,21-10-2021,PFE,Pfizer Inc.,Healthcare,TSX,USD,52.72,53.3,51.54,51.85,22308767,BUY,52.11,426,22198.86,51.97,51.24,64.49,TRD1058,Morgan Stanley,22.2,22176.66,10,4,2021
TRD-123822,21-10-2021,DIS,Walt Disney Co.,Communication,TSX,CAD,105.41,105.83,104.56,105.65,455848,BUY,105.44,317,33424.48,107.52,106.51,63.85,TRD1069,Schwab,33.42,33391.06,10,4,2021
TRD-135145,21-10-2021,AMZN,Amazon.com Inc.,Consumer Cyclical,NYSE,USD,138.65,144.45,137.68,142.56,455848,SELL,139.35,296,41247.6,139.45,139.22,45.13,TRD1050,Morgan Stanley,41.25,41206.35,10,4,2021
TRD-107821,21-10-2021,NVDA,NVIDIA Corporation,Technology,TSX,CAD,470.41,474.13,463.12,465.83,684795,SELL,468.39,470,220143.3,465.33,468.77,74.5,TRD1032,Morgan Stanley,220.14,219923.16,10,4,2021
TRD-137229,21-10-2021,MICROSOFT,Microsoft Corporation,Technology,LSE,USD,2110.97,2160.87,2102.26,2111.2,5823916,SELL,2160.53,498,1075943.94,51.97,51.24,61.43,TRD1042,Vanguard,1075.94,1074868,10,4,2021
TRD-121005,21-10-2021,NVDA,NVIDIA Corporation,Technology,LSE,USD,643.31,658.52,637.36,638.3,16208923,SELL,642.99,417,268126.83,634.23,657.54,69.25,TRD1072,Fidelity,268.13,267858.7,10,4,2021
TRD-133379,21-10-2021,JPM,JPMorgan Chase,Financial,TSX,GBP,53.82,54.83,52.25,52.93,16208923,BUY,53.28,370,19713.6,634.23,53.43,50.49,TRD1069,Robinhood,19.71,19693.89,10,4,2021
TRD-107801,21-10-2021,AMZN,Amazon.com Inc.,Consumer Cyclical,NYSE,USD,132.87,137.43,131.16,66.58,2430328,BUY,131.84,376,49571.84,137.24,136.3,74.24,TRD1047,Robinhood,49.57,49522.27,10,4,2021
TRD-107817,21-10-2021,META,Meta Platforms,Technology,LSE,CAD,306.17,314.4,304.46,310.91,15881684,SELL,309.69,128,39640.32,1395.13,305.89,57.43,TRD1040,Robinhood,39.64,39600.68,10,4,2021
TRD-131951,21-10-2021,AMZN,Amazon.com Inc.,Consumer Cyclical,NYSE,USD,173.02,175.26,170.49,310.91,13633079,SELL,309.69,348,60210.96,1395.13,171.83,67.73,TRD1075,Morgan Stanley,60.21,60150.75,10,4,2021
TRD-105068,21-10-2021,JPM,JPMorgan Chase,Consumer Cyclical,NYSE,USD,131.35,132,129.77,130.47,4839827,BUY,309.69,438,57610.14,128.65,131.69,51.96,TRD1042,JP Morgan,57.61,57552.53,10,4,2021
TRD-107861,22-10-2021,DIS,Walt Disney Co.,Communication,NYSE,CAD,82.98,83.32,82.26,82.37,336716,SELL,82.97,353,38995.9,83.63,84.31,31.21,TRD1008,Vanguard,39,38956.9,10,4,2021
TRD-105553,22-10-2021,DIS,Walt Disney Co.,Communication,TSX,USD,83.58,83.9,81.65,82.37,464105,BUY,0,252,21036.96,83.18,84.47,64.49,TRD1016,Fidelity,21.04,21015.92,10,4,2021
TRD-121867,22-10-2021,XOM,Exxon Mobil,Energy,NYSE,USD,106.8,107.26,105.94,107.08,2344454,BUY,105.97,194,20558.18,106.57,104.54,73.39,TRD1060,Morgan Stanley,20.56,20537.62,10,4,2021
TRD-107831,22-10-2021,GOOGL,Alphabet Inc.,Technology,LSE,USD,104.65,105.18,103.46,104.15,6134775,SELL,104.58,443,46328.94,103.96,105.45,63.57,TRD1011,JP Morgan,46.33,46282.61,10,4,2021
TRD-106742,22-10-2021,AMZN,Amazon.com Inc.,Consumer Cyclical,TSX,USD,130.85,133.06,130.68,104.15,360183,SELL,132.73,118,15662.14,130.61,137.24,57.1,TRD1028,Morgan Stanley,15.66,15646.48,10,4,2021
TRD-107852,22-10-2021,NFLX,Netflix Inc.,Communication,TSX,USD,225.68,230.08,224.28,229.87,13290286,SELL,494.24,97,22044.22,232.37,235.46,70.74,TRD1023,Morgan Stanley,22.04,22022.18,10,4,2021
TRD-107850,22-10-2021,WMT,Walmart Inc.,Consumer Defensive,LSE,CAD,176.19,176.63,175.87,176.58,518886,BUY,176.31,479,84452.49,173.64,173.54,41.33,TRD1008,Morgan Stanley,84.45,84368.04,10,4,2021
TRD-129363,22-10-2021,META,Meta Platforms,Technology,NASDAQ,GBP,554.54,558.1,541.83,546.74,965368,SELL,555.51,373,207205.23,549.84,527.35,54.5,TRD1074,Vanguard,207.21,206998.02,10,4,2021
TRD-107845,22-10-2021,JNJ,Johnson & Johnson,Healthcare,TSX,CAD,216.73,229.15,216.48,226.19,1714699,BUY,219.24,207,45382.68,226.91,225.84,35.95,TRD1014,Vanguard,45.38,45337.3,10,4,2021
TRD-120476,22-10-2021,JNJ,Johnson & Johnson,Healthcare,NASDAQ,GBP,159,160.2,155.07,156.09,6715987,BUY,159.9,19,3038.1,156.86,154.96,38.41,TRD1039,Robinhood,3.04,3035.06,10,4,2021
TRD-116054,22-10-2021,NVDA,NVIDIA Corporation,Technology,NYSE,USD,553.22,556.15,547.71,548.31,983789,SELL,552.62,69,38130.78,548.18,551.87,26.67,TRD1045,Fidelity,38.13,38092.65,10,4,2021
TRD-105598,22-10-2021,MSFT,Microsoft Corporation,Technology,NASDAQ,USD,299.84,300.29,286.12,-999,15945355,BUY,290.48,148,42991.04,293.96,286.16,26.86,TRD1072,JP Morgan,42.99,42948.05,10,4,2021
TRD-107840,22-10-2021,TSLA,Tesla Inc.,Automotive,NASDAQ,CAD,254.18,259.94,251.59,255.75,7885964,SELL,254.06,260,66055.6,254.15,261.97,45.47,TRD1019,Vanguard,66.06,65989.54,10,4,2021
TRD-107901,25-10-2021,BAC,Bank of America,Technology,LSE,USD,66.06,66.12,64.73,64.86,2489950,BUY,64.97,465,30211.05,64.08,480.72,29.02,TRD1012,JP Morgan,30.21,30180.84,10,4,2021
TRD-107893,25-10-2021,NFLX,Netflix Inc.,Communication,NYSE,GBP,229.31,231.73,228.32,489.48,3349945,SELL,490.88,432,98789.76,227.07,508.36,39.39,TRD1064,Robinhood,98.79,98690.97,10,4,2021
TRD-107864,25-10-2021,AAPL,Apple Inc.,Technology,NASDAQ,USD,127.51,130.12,127.44,128.59,1115937,SELL,129.5,427,55296.5,126.83,311.8,34.48,TRD1015,Morgan Stanley,55.3,55241.2,10,4,2021
TRD-107870,25-10-2021,MSFT,Microsoft Corporation,Technology,LSE,USD,347.69,350.16,338.12,341.6,1514104,BUY,341.39,340,116072.6,337.5,343.56,56.97,TRD1057,Vanguard,116.07,115956.53,10,4,2021
TRD-113611,25-10-2021,PFE,Pfizer Inc.,Healthcare,LSE,USD,37.81,38.02,36.88,37.16,5332276,SELL,37.64,468,17615.52,337.5,35.69,69.83,TRD1044,Morgan Stanley,17.62,17597.9,10,4,2021
TRD-107889,25-10-2021,WMT,Walmart Inc.,Consumer Defensive,NASDAQ,USD,176.1,181.53,175.75,180.26,6481970,SELL,178.5,337,60154.5,178.04,474.69,49.93,TRD1043,Vanguard,60.15,60094.35,10,4,2021
TRD-107900,25-10-2021,BAC,Bank of America,Financial,TSX,USD,66.06,66.12,64.73,64.86,2489950,SELL,65.42,229,14981.18,64.08,66.02,29.02,TRD1032,Fidelity,14.98,14966.2,10,4,2021
TRD-107898,25-10-2021,NVDA,NVIDIA Corporation,Financial,NASDAQ,CAD,460.66,466.24,450.23,454.97,4853286,SELL,457.31,55,25152.05,449.27,461.2,29.38,TRD1066,Goldman Sachs,25.15,25126.9,10,4,2021
TRD-107880,25-10-2021,JNJ,Johnson & Johnson,Healthcare,LSE,USD,227.28,228.06,223.81,225.21,6683220,SELL,227.68,255,58058.4,222.7,228.65,44.55,TRD1047,JP Morgan,58.06,58000.34,10,4,2021
TRD-107920,26-10-2021,TESLA,Tesla Inc.,Automotive,LSE,USD,258.62,262.81,248.63,249.78,3712420,BUY,529.25,420,106289.4,248.69,260.82,42.58,TRD1039,Goldman Sachs,106.29,106183.11,10,4,2021
TRD-114993,26-10-2021,JPM,JPMorgan Chase,Financial,NASDAQ,USD,76.3,77.42,75.46,77.16,685876,BUY,529.25,332,25132.4,76.95,78.22,33.56,TRD1034,Schwab,25.13,25107.27,10,4,2021
TRD-124250,26-10-2021,TSLA,Tesla Inc.,Automotive,TSX,USD,411.15,414.9,399.59,401.4,18348525,BUY,412.95,377,155682.15,401,382.44,42,TRD1003,Vanguard,155.68,155526.47,10,4,2021
TRD-116423,26-10-2021,JNJ,Johnson & Johnson,Healthcare,LSE,USD,197.66,199.36,196.39,196.47,18348525,SELL,196.75,116,22823,401,199.67,33,TRD1046,Schwab,22.82,22800.18,10,4,2021
TRD-107948,26-10-2021,PFE,Pfizer Inc.,Healthcare,LSE,CAD,49.94,50.35,49.4,50.02,1610382,BUY,49.67,415,20613.05,50.67,60.44,57.55,TRD1025,Goldman Sachs,20.61,20592.44,10,4,2021
TRD-107905,26-10-2021,AAPL,Apple Inc.,Technology,TSX,CAD,129.6,131.82,129.23,130.25,12278646,SELL,131.35,482,63310.7,130.16,211.8,44.18,TRD1072,Vanguard,63.31,63247.39,10,4,2021
TRD-107945,26-10-2021,DIS,Walt Disney Co.,Communication,TSX,CAD,83.68,84.44,82.93,83.77,725141,BUY,511.81,425,35802,83.47,88.04,34.03,TRD1026,JP Morgan,35.8,35766.2,10,4,2021
TRD-107936,26-10-2021,NFLX,Netflix Inc.,Communication,LSE,USD,229.8,233.84,227.72,232.85,4330746,SELL,231.25,497,114931.25,230.35,242.72,33.2,TRD1059,Robinhood,114.93,114816.32,10,4,2021
TRD-113655,26-10-2021,TSLA,Tesla Inc.,Automotive,LSE,CAD,326.85,336.15,323.44,335.8,2355334,SELL,324.49,119,38614.31,332.95,334.19,47.88,TRD1014,Robinhood,38.61,38575.7,10,4,2021
TRD-113734,26-10-2021,NFLX,Netflix Inc.,Communication,NASDAQ,USD,197.59,198.04,190.28,192.14,1006236,BUY,190.92,492,93932.64,195.98,189.6,68.16,TRD1076,Schwab,93.93,93838.71,10,4,2021
TRD-107922,26-10-2021,JPM,JPMorgan Chase,Financial,TSX,CAD,110.47,110.68,106.8,107.55,8140273,SELL,108.8,183,19910.4,108.33,106.16,30.03,TRD1046,Fidelity,19.91,19890.49,10,4,2021
TRD-107947,26-10-2021,DIS,Walt Disney Co.,Communication,TSX,USD,83.68,84.44,82.93,104.03,725141,BUY,84.24,384,32348.16,83.47,88.04,34.03,TRD1062,Vanguard,32.35,32315.81,10,4,2021
TRD-107924,26-10-2021,JNJ,Johnson & Johnson,Healthcare,NASDAQ,GBP,225.17,228.38,222.55,141.01,14103971,SELL,223.78,113,25287.14,224.11,226.26,57.76,TRD1062,JP Morgan,25.29,25261.85,10,4,2021
TRD-107908,26-10-2021,GOOGL,Alphabet Inc.,Technology,NASDAQ,USD,106.6,106.96,103.87,105.04,1417690,BUY,51.89,285,29719.8,104.12,104.58,55.99,TRD1034,Schwab,29.72,29690.08,10,4,2021
TRD-107937,26-10-2021,NFLX,Netflix Inc.,Communication,NASDAQ,USD,229.8,233.84,227.72,232.85,4330746,BUY,230.71,486,112125.06,230.35,242.72,33.2,TRD1015,Robinhood,112.13,112012.93,10,4,2021
TRD-133875,26-10-2021,XOM,Exxon Mobil,Energy,NASDAQ,USD,143.6,145.77,142.41,144.52,651728,BUY,143.21,73,10454.33,230.35,149.52,25.35,TRD1034,Fidelity,10.45,10443.88,10,4,2021
TRD-132511,26-10-2021,NVDA,NVIDIA Corporation,Energy,NYSE,GBP,901.15,916.14,850.86,144.52,2721585,BUY,852.9,52,44350.8,848.92,865.81,59.96,TRD1016,Fidelity,44.35,44306.45,10,4,2021
TRD-107916,26-10-2021,AMZN,Amazon.com Inc.,Consumer Cyclical,TSX,USD,140.21,143.82,138.75,142.56,4199635,SELL,143.37,200,28674,143.92,38.22,74.75,TRD1059,Robinhood,28.67,28645.33,10,4,2021
TRD-118086,26-10-2021,BAC,Bank of America,Financial,NYSE,CAD,66.66,67.72,66.27,67.06,30222573,SELL,67.3,333,22410.9,143.92,38.22,45.8,TRD1050,Goldman Sachs,22.41,22388.49,10,4,2021
TRD-107950,27-10-2021,AAPL,Apple Inc.,Technology,TSX,GBP,129.84,134.57,128.37,133.41,10786511,BUY,130.76,220,28767.2,135.05,924.03,50.2,TRD1041,JP Morgan,28.77,28738.43,10,4,2021
TRD-101003,27-10-2021,AAPL,Apple Inc.,Technology,TSX,USD,145.17,145.52,140.45,141.38,1887510,SELL,143.71,458,65819.18,142.87,143.83,40.7,TRD1062,Robinhood,65.82,65753.36,10,4,2021
